text,prediction
"Section 24(1) on “Illegal entry and similar offences” states: “A person who is not a British citizen shall be guilty of an offence punishable…with a fine of not more than level 5 on the standard scale or with imprisonment for not more than six months, or with both, in any of the following cases:—(a) if…he knowingly enters the United Kingdom in breach of a deportation order or without leave; (b) if, having only a limited leave to enter or remain in the United Kingdom, he knowingly either—(i) remains beyond the time limited by the leave; or (ii) fails to observe a condition of the leave; (c) if, having lawfully entered the United Kingdom without leave…remains without leave beyond the time allowed”, and so on In the context of the very large numbers of people thought to be in the country illegally, one might think that we would exercise effective sanctions against them.",4
"People in this country illegally and in breach of their obligations are not prosecuted or proceeded against, which is nothing short of scandalous.",2
"I have done a lot of work on migrants crossing the Mediterranean, landing in Italy and finding their way into other parts of Europe.",3
"In Italy, they are often not processed at all: their fingerprints are not taken, so nobody knows that they have ever been in Italy, which means that they can ultimately present themselves in another country in the European Union and seek asylum.",4
"Some asylum seekers or migrants try to fight the system and refuse to give their fingerprints—the Italian authorities say they do not take their fingerprints because they refuse to give them—so I suggested that if such people do not want to give their fingerprints, we should take a sample of their DNA, but I was told that that would be illegal under the Eurodac regulations.",3
"This is crazy: what harm can there be in people seeking asylum supplying their DNA, particularly if they do not want to give their fingerprints?",3
"Then, there was the great retreat from that position in his pre-Christmas immigration speech.",3
Gentleman and other speakers on the Government Benches over their disappointment with the Government’s record on immigration.,3
"The Government have abandoned the Prime Minister’s “no ifs, no buts” immigration target.",3
The chief inspector of borders finds that the Government make no attempt to check potential immigrants’ criminal records.,3
"In October last year, the Public Administration Committee found that 50,000 failed asylum seekers have been lost.",3
"What is needed is not exit from the European Union, but renegotiation, delays before new arrivals can claim benefits, more and properly trained border staff, proper entry and exit checks, and a requirement for applicants to provide criminal records What is remarkable about the debate over Europe in the Conservative party is that it thinks speculation about the UK leaving is Europe is costless.",3
The Bill raises important issues on the control of immigration to the UK.,3
"That is a key priority for the Government, and we have taken significant steps to strengthen the border and immigration system, including in respect of who is allowed to enter the UK and who is allowed to remain.",3
"There are also aspects of the Bill that would be unlawful The measures contained in the Bill do not reflect the extent to which the new powers and other reforms to control immigration, which the Government have put in place already, provide an effective basis for controlling our borders.",3
"For example, the Immigration Act 2014 put in place a series of fundamental reforms that will ensure our immigration system is fairer to British citizens and legitimate migrants, and tougher on those with no right to be here.",3
"The 2014 Act limits the factors which draw illegal migrants to the UK and introduces tough domestic reforms to ensure that our controls on access to benefits and services, including the NHS and social housing, are among the tightest in Europe A number of my right hon.",3
"We have new powers, too, to deport EU national criminals more quickly The Immigration Act 2014 will strongly reinforce our work to secure our borders, enforce our immigration laws and continue to attract the brightest and best to the UK.",3
"For example, we have revoked more than 4,500 driving licences held by illegal migrants, and since July 2014 we have deported more than 150 criminals, using new powers provided by the Act.",3
"New measures in it, including the immigration health surcharge and measures to tackle sham marriages and civil partnerships, will be introduced on a phased basis between now and April 2015.",3
"The Immigration Act also makes it easier to remove those with no right to be here and ensures that the courts must have regard to Parliament’s view of what the public interest requires in immigration cases, engaging the qualified right to respect private and family life under article 8 of the European convention on human rights.",3
"I was tempted to talk about our trade with China and other overseas destinations, as well as the potential in our tech and creative industries, particularly in the light of the very apposite remarks made by the noble Lord, Lord Risby.",3
"No wonder that, according to a CBI survey last year, two-thirds of law firms think that leaving the EU will have serious negative consequences Part of maintaining the UK’s competitiveness is ensuring that it has a properly skilled workforce, with immigration policies that support business needs.",3
"Last week, we heard that demand for visas under the tier 2 cap outstripped supply for the very first time since 2011— and in huge number, too.",3
The Home Office has confirmed that the monthly allocation of tier 2 visas has been filled for June already.,3
"Last Thursday, the Prime Minister announced plans to make it harder to bring in skilled staff from outside the EU but non-European skilled migrants account for 0.066% of the British labour market.",3
It is very open in allowing virtually unrestricted access for foreign firms but this is not the case in the US.,3
"It is actually illegal for an English solicitor to fly to most US states to give advice on English law, so I hope that we will see US states remove the minimum practice requirements for eligibility.",3
This marked the beginning of a campaign of forced deportations directed against the Ottoman Armenian community.,3
"From 1915 to 1916 during the course of the deportations to the Syrian desert, it is estimated that well over 1 million Ottoman Armenians lost their lives as a result of massacres by soldiers or irregulars, forced marches, starvation and disease.",3
"A number of other minorities, such as the Assyrians, also suffered The British Government of that time robustly condemned the forced deportations, massacres and other crimes.",3
"The deportation and massacres of the Ottoman Armenians, and the role played by the UK and other allies in reporting the atrocities and helping the survivors, are an indivisible part of that story.",3
"The protocols envisaged opening the border and initiating diplomatic relations without any preconditions, and it is a matter of great regret that the ratification process for those protocols has not moved forward.",3
"I hope that both sides will continue to consider creative ways to re-set their relations and open up new channels for dialogue and co-operation This year, we will reflect with sadness on the nature and horrific scale of the deportations, massacres and other crimes in 1915-16 and on the importance of this centenary for Armenia and Armenians worldwide, but we will also renew our commitment this year to promote reconciliation between Armenia and Turkey.",3
"My Lords, it is a pleasure to speak on behalf of Her Majesty’s Government in this debate with a speakers’ list that would be the envy of any second Chamber throughout the world I pay tribute to the distinguished contribution of the noble Lord, Lord Ashdown of Norton-sub-Hamdon, to foreign affairs over the years and to his formidable speech in which he described very aptly the multipolar interconnected world in which we now live.",3
"At home and overseas, more groups seek to do us harm than ever before and their ideology of violent extremism is spreading.",2
Our work overseas is critical to that response.,3
"As leading members of the global anti-ISIL coalition, our Armed Forces have made a significant contribution to dismantling ISIL militarily Our diplomatic network, working through international fora, is focused on stemming the flow of foreign fighters and resources to terrorist groups, strengthening borders and countering extremist narratives.",3
"Conflict and instability overseas affect the UK directly, providing fertile ground for terrorists and organised crime groups.",2
That work is made strategic and integrated through our Building Stability Overseas Strategy.,3
"Not only do we wish to protect the human rights of migrants and stop human trafficking and smuggling, but migration has links with many other priorities, including those we have debated today.",3
"For example, we are part of the core group of the Khartoum process, which is an EU-African Union initiative to tackle trafficking and smuggling in the Horn of Africa.",3
"We are working hard to help bring order and stability to Libya, not least to make it more difficult for the smugglers and traffickers to operate The noble Lord, Lord Hannay, mentioned the statement made earlier today by my right honourable friend the Secretary of State for Defence.",3
The FCO Prosperity Fund funds projects overseas with a wide range of agencies and NGOs to address climate change.,3
"We are working with the UN, the EU and the Commonwealth and are engaging them to take an integrated response to building stability and preventing conflict.",3
"We will do so though a long-term, comprehensive approach, using our world-class Armed Forces, diplomats and overseas aid to build stability, security and prosperity.",3
"I beg to move, That this House recognises the funding the Government has committed to the humanitarian initiatives to provide sanctuary in camps for refugees across the Middle East; calls for a greater international effort through the United Nations to secure the position of such displaced people; recognises that the Government has committed to accepting 20,000 vulnerable people from camps in Syria over the next five years but calls for a Government report to be laid before the House by 12 October 2015 detailing how that number can be increased, encompassing refugees already in Europe and including a plan for the remainder of this year to reflect the overwhelming urgency of this humanitarian crisis; further notes that refugees arriving in European Union territory also have a moral and legal right to be treated properly; and, given the pressure on Southern European countries, further calls for the UK to play its full and proper role, in conjunction with European partners, in providing sanctuary to our fellow human beings I am grateful to have the opportunity to move this cross-party motion in today’s Scottish National party Opposition day debate.",3
"Many of the hundreds of thousands of refugees who have been on the move are from other war-torn and oppressive countries Today, the European Commission has outlined its immediate plans to deal with the situation, and that does not come before time.",3
"For Europe, it is a matter for historical fairness Europe is a continent where people from nearly all countries at some point have been refugees at one time, fleeing war, dictatorship or oppression.",4
There is a fundamental right to asylum.,2
We know that efforts have been redoubled to dismantle human trafficking groups.,3
We learn that fewer boats are under the control of smugglers on the perilous route.,3
"We must recognise, however, that we—we the United Kingdom; we Europe—have clearly under-delivered in the common solidarity we have offered to refugees who have arrived on our territory.",3
"The Ebola crisis that threatened to engulf west Africa was just a five-hour plane ride away from the UK Nobody can fail to have been struck by the tragic images of desperate people putting their lives in the hands of criminal gangs and people smugglers, risking and sometimes losing their lives for the chance of a better future.",3
"More than 360,000 refugees and migrants crossed the Mediterranean this year.",3
"Britain has done and will continue to do a huge amount to help the Syrians who have been caught up in the crisis and, of course, our priority is to stop the senseless death of refugees and migrants making the perilous journey.",3
"Our assets, including Royal Navy ships, have played their part in the European response that has helped to rescue more than 6,700 people in the Mediterranean We are also working alongside other European partners to tackle the criminal gangs and trafficking networks that profit from this human misery, including by establishing an organised immigration crime taskforce that brings together officers from the National Crime Agency, immigration enforcement, Border Force and the Crown Prosecution Service into one team so that they can work collectively to address these challenging problems.",3
"Of course, we have provided sanctuary to more than 5,000 Syrian refugees since the conflict began and the Prime Minister has announced that we will provide resettlement for up to 20,000 additional Syrians in need of protection over the lifetime of this Parliament.",3
"Let me gently mention to him that I speak as the daughter of a South African migrant nurse who left apartheid South Africa in the early 1970s and arrived here with £5 in her pocket The International Development Secretary is right to say that this is not a distant crisis, but one for which we bear a moral responsibility, and, moreover, one that we feel is closely connected to us.",3
"I agree with the motion’s call for clarification on straightforward practical fronts, because the decisions that we make in this place to take more refugees, and the offers of help that are pouring in, will need to be co-ordinated and delivered by our local authorities.",3
"In 2013, two years into the Syrian crisis, I visited Lebanon and met refugees in makeshift camps in the Beka’a valley and in the Shatila camp in Beirut.",3
"Already 80,000 had died in the conflict, and already refugee numbers were reaching a fifth of the Jordanian population and a quarter of the Lebanese population.",3
"The Syrians whom I met in Lebanon were anything but economic refugees looking for new lives in Europe; they wanted to stay as close to home as possible, ready to go back and rebuild their country as soon as it was safe.",3
"Since then, however, the fighting has dragged on, and the situation has deteriorated markedly As the International Development Secretary says, our refugee response models do not match the scale and the time frame of this crisis.",3
"In countries such as Jordan, which is trying to maintain a delicate political balance, refugees are not permitted for fear of destabilisation.",3
"Unsurprisingly, the majority of refugees in Jordan have chosen not to live in the camps, and many are trying to eke out a living illegally in the cities.",3
"As we have heard, access to primary education—let alone secondary education—can also be hard to come by Given that context, it is not surprising that some refugees are losing hope, putting themselves at extreme risk at the hands of people-smugglers, and coming to the European Union in search of safety and some kind of future.",3
"We must ensure that refugees who are already in the EU find sanctuary, but I, too, accept the core principle set out by the Prime Minister in his statement on Monday.",3
"As we seek to do everything we can, we must not act as recruiters for criminal gangs and people-smugglers who are preying on the most vulnerable people.",2
"That is why I think the Prime Minister is right to say that we will take 20,000 refugees from UNHCR camps in the region There can be no doubt that those camps, where refugees face insecurity, lack of education and no job opportunities, are the point of greatest need.",3
"There can be no doubt they are entirely unsuitable for the most vulnerable refugees—victims of torture and chemical weapon attacks, and unaccompanied children.",3
"Let me end by saying that if we are to have any hope of genuinely tackling the problem at source, our efforts to combat ISIL and disrupt people-smugglers will have to be matched by the delivery of a new model of humanitarian response that is fit for a crisis on this scale and with this time frame.",3
"We need camps that are safe for women and girls, we need primary and secondary education to be available to refugees in the region so that girls like Menal do not despair, and we need innovative solutions that offer job opportunities to refugees I completely understand why countries such as Jordan are trying to preserve a delicate political balance, and do not want refugees to enter their labour market, but de-skilling an entire generation of Syrians—the very Syrians whom we want to return and rebuild their fragile post-conflict countries—is in no one’s interests.",3
"Member for Moray said, have told us that they are from immigrant families.",3
"I was working on aid projects in Africa almost 30 years ago, helping displaced people from neighbouring countries around there, and I was in Hong Kong when its Government, on behalf of the British Government, were trying to deal with the Vietnamese boat people.",4
It is incredibly easy for people to be critical of situations involving refugees if they are not dealing with it themselves and do not have the responsibility at the time.,2
"He seems to have entirely forgotten that his party, when in coalition government with my party, was responsible for bringing together this considerable increase in our commitment to international development, which has led to our being able to provide huge sums in funding and help hundreds of thousands of people, if not more than 1 million, in the refugee camps just outside Syria.",3
He made no reference to what is being achieved for the refugees from Syria.,3
"Instead of doing that, we should be focusing today on what we all share and what we can achieve together On that note, I wish to make a practical suggestion that I believe would make a real difference to this nation’s handling of the refugee crisis.",3
"The most practical thing we can do is encourage the leading charities and non-governmental organisations, perhaps in that meeting on Friday with the Government, to come together to create a new Syrian refugee fund, perhaps administered by Save the Children in particular, although others should be involved.",3
That would enable a significant fund to be available to help the refugees when they come to this country.,3
"We should pull together; make sure that we get on with implementing what has already been announced by the Prime Minister, and not try to split hairs about numbers of refugees; encourage the charities to create the fund in which the Government will match what individuals donate; locally capture significant offers of help through the asylum and refugee offices in our own counties; and make it happen.",3
"Of course, everyone in this House welcomes the Government’s plan to accept 20,000 Syrian refugees, and as we debate this issue we must remember with humility that while we debate, people continue to suffer and to die.",3
"It is important that the UK Government do more, and our constituents rightly demand that we do more The Government must set out a clear timetable for welcoming refugees as soon as possible.",3
"Although we wish to conduct this debate in a constructive manner, it is not helpful to link this debate—this humanitarian crisis—to talk of migration and immigration targets.",3
"The UK has done much in providing aid to Syrian refugees in the region, but it is rightly recognised that there is a moral responsibility also to resettle a fair share of refugees in the UK.",4
"Alan, the child whose tragic picture was seen across the world, was only one of more than 350,000 migrants who have attempted to cross the Mediterranean this year and, tragically, one of more than 2,600 who have lost their lives on that perilous journey.",3
"That must be a matter of extreme concern to all of us, not only as MPs but as human beings, and to our constituents Far from being economic migrants—the mantra still being trotted out in some quarters—62% of those who reached Europe by boat this year, according to figures compiled by the UN, were from Syria, Eritrea and Afghanistan, countries ravaged by war and religious extremism.",3
"We have all read the emails and post from our constituents, and we know what public opinion is on this issue It must be remembered that, far from being the chosen or favoured destination for asylum seekers, Britain is by no means on the front line of the migrant crisis.",3
"Indeed, the migrants at Calais account for as little as 1% of those who have arrived in Europe so far this year.",3
"Estimates suggest that around 3,000 migrants have reached Calais, which is a fraction of the more than 200,000 who have landed in Italy and Greece As the world’s richest continent, we could do much more to address the unfolding tragedy.",3
"We must applaud the exceptional efforts of the German Federal Government, who are preparing to take in 800,000 asylum seekers this year, and recognise that a growing number of people in this country wish that the UK Government would adopt a more proactive role.",3
"As we have heard repeatedly in this debate, there is no doubt that the UK could comfortably provide sanctuary to many more asylum seekers, because UN figures show that the number of refugees in the UK has fallen from 193,600 to 117,161 over the past four years Despite the fact that UN figures show the number of refugees in the UK falling by more than a third over the past four years, only a handful have been granted asylum this year.",3
"Member for Brighton, Pavilion (Caroline Lucas) made the point very well that central Government funding is essential I take this opportunity to urge Members from across the House to sign my early-day motion—some have already done so—calling on the UK Government to show decisive leadership in ensuring a fair proportion of refugees are allowed to seek shelter across the UK.",3
"As many of us will have observed on the doorsteps while we were involved in the recent general election, the issue of immigration creates many reactions, not always positive.",3
Bradford has welcomed immigrants from all over the world since the time of the Huguenots.,3
The city experienced significant levels of immigration throughout the 19th and 20th centuries.,3
This debate is about contributions made by immigrants to both faith communities and public institutions.,3
The Jewish community in Bradford has been an excellent example of an immigrant community that did precisely that.,3
"He was knighted in 1882 and said: “Who would have thought it possible that now just fifty years after I stepped ashore on English soil at Hull, a foreigner and a Jew, I should be deemed worthy of the offer of a knighthood by the Queen’s government?” His firm, the Sir Jacob Behrens Group, still exists today.",3
"During the Second World War, many of the young soldiers from Bradford came from the Jewish community The subject of immigration, as I said, is often sensitive and people sometimes feel threatened by those with lifestyles and languages unknown to them.",3
I am pleased to say that many immigrants from different faith groups through Near Neighbours now join together.,3
Bradford continues to welcome immigrants from all over the world.,3
That is surely a demonstration from both immigrant communities that they make a valued contribution to both faith communities and public institutions.,3
I think it should be left at 14 days and not reduced to seven anyway Most members of the public think that they have a legal right to a passport.,3
I used to think that until I became the Minister responsible for immigration and citizenship in 2001 for a short spell of a year before the Prime Minister moved me on.,3
"It cannot be right for private companies to set the criteria of harm by major drug smugglers, gun runners, fraudsters and paedophiles which they think are not high enough to pass on.",3
"This Bill builds on a past of difficult legislations, as the noble and learned Lord, Lord Brown, mentioned Clause 1 proposes the seizure by police or other authorised persons of a passport where a person is suspected of intending to leave this country in connection with terrorism-related activity.",3
What is the distinction between the exercise of that power and this new power to take away a passport?,3
Is it possible to have a different evidential base for the suspicion necessary to trigger the existing power of arrest and the suspicion necessary for the new power to take away a passport?,3
"Obviously, there must be a stop list that causes someone at an airport or port to remove an individual’s passport.",3
"Without any reasons having to be given, the remedy of judicial review is further stultified Secondly, what happens to the individual whose passport has been removed?",3
"Why cannot the court consider the merits of a decision under Clause 1 Clause 2 gives power to the Secretary of State, on reasonable suspicion of involvement in terrorism-related activity outside the United Kingdom, to cancel the passport of a British citizen administratively and, again, without any judicial process.",3
"It is surely wrong for the Government to contend in their human rights memorandum that the Human Rights Act 1998, which is engaged, and the United Kingdom’s obligation under the European convention, do not apply to the removal of citizenship from a person simply because he is out of the jurisdiction.",3
"The questions raised by the noble Lord, Lord Harris of Haringey, as to the effect of the temporary exclusion order on foreign jurisdictions must be answered.",3
Is not a programme of reintegration within the community to be preferred?,3
Will we house them separately in a completely alien society in Carlisle or Newcastle?,3
"Will we put them in a hostel for returnees so that they can be subjected to programmes of reintegration in, for example, Welsh-speaking Bala in Merionethshire?",3
"The principles in the Bill are admirable in performing those duties—with one caveat, which I will come to The power in Part 1 to seize passports is a lacuna that I was told of when I was visiting Heathrow Airport to see the Schedule 7 stop-and-search powers in operation.",3
Her Majesty’s Government were right to concede that we have to accept our citizens back if they are deported by other nations.,3
"Does that power not depend much on the co-operation of other nations if our citizens who refuse to comply with such broad conditions to return have to be detained, perhaps pending deportation to that country?",3
What if they escape detention or house arrest and therefore commit an atrocity on foreign soil?,3
Will we then have to compensate for the injuries and loss to that country and its citizens for failing our responsibility to allow our citizens to return I note the discussion of our passports.,3
"Of course, we do not have a legal right to a passport, and I do not think that this should be viewed primarily in terms of the citizen’s right to return to their own state.",4
"When you accept that nation’s citizens with their passports, that nation agrees to take them back at the end of their stay.",4
"I fear some kind of long-term tit-for-tat like the Cold War, and pockets of citizens in different countries who cannot go home to their respective nations If we act unilaterally to introduce conditional returns, could not some nations go one tiny step further and say, “We do not want our citizens back, even if you deport them to us”?",3
I hope to have my fears allayed but my final piece of preparation for today’s debate was to sit and read my passport this morning.,3
We need to be very careful and take a long-term view of the potential risks that we run by acting in this way in relation to the validity of our passport when we travel overseas.,4
"It is in fact secular, with its leaders being drawn, and many of its supporters attracted, from among the fanatical, alienated, criminal and psychopathic elements that lurk at the bottom of every society.",3
"Its stated aim is to establish a worldwide caliphate apparently recalling the days of the Ottoman Empire, which in 1923 Ataturk replaced with a secular republic in Turkey We are told that political Islam has succeeded in recruiting some 15,000 foreign fighters from 80 countries, the majority of them to ISIS in Syria and Iraq.",3
"First, in Part 1, with its powers to disrupt the travel of people suspected of involvement in terrorism, I suggest that one of the most urgent and easiest measures—not in the Bill—would be to require all British passport holders to notify Her Majesty’s Passport Office of any other passport they hold.",3
I have never sought any limit on other passports of British passport holders.,4
All I ask is that details of them are available in the records of the Passport Office and that they are revealed to immigration staff when scanning British passports.,4
"Now surely its time has come Other, very simple but necessary, changes to passport administration should include the automatic electronic cancelling of passports—I think that the idea of physically seizing passports is rather old hat—particularly, for example, those of all deceased persons.",3
"Quite often, these passports are flogged off on the black market.",3
The cancellation of passports of all persons while in custody or serving custodial sentences is also appropriate.,3
"We have heard of people suspected of terrorism, even on bail, getting out with their passports intact.",3
"The courts can already require the surrender of passports but I think that electronic cancellation would be simpler Secondly, there needs to be much more rigorous vetting and control of the integrity of Border Force staff and all those concerned with the processing and issuing of visas.",3
"Considering the improbability of detection, the scale of what in many cases was abuse of the administration of the immigration system for private profit suggests that this behaviour may be responsible for a significant failure to secure our borders The Answer to the Written Question gave an indication of the sort of profiling needed in the recruitment procedures.",3
"Given the ease with which people could get jobs in the border agency in order to make money from such practices, is not the possibility of terrorists infiltrating the Home Office to threaten our country a much more serious risk?",3
"I hope that the Minister will be able to assure us that all government departments and agencies are now equally vigilant on the threat from political Islam Finally, I draw attention to the extremely unsatisfactory situation regarding the electronic monitoring of our national borders.",3
"That, by any standards, is big money What we should have is electronic scanning and recording of the passports of every person arriving at and leaving our borders, by land, sea or air.",3
This is largely because—as demonstrated by Raytheon—it is lacking in the computer skills and capabilities to defend our borders.,3
"I beg to move, That this House supports the recommendations of the report of the Joint Inquiry by the All Party Parliamentary Group on Refugees and the All Party Parliamentary Group on Migration, The Use of Immigration Detention in the United Kingdom; has considered the case for reform of immigration detention; and calls on the Government to respond positively to those recommendations I thank the Backbench Business Committee for responding so positively to the request from myself and the hon.",3
"In a week in which so much parliamentary time has rightly been devoted to our role in supporting refugees outside this country, today is a timely opportunity for us to consider how we treat those who are already on our shores The focus of the debate is the joint report of the all- party group on migration, which I chair, and the all-party group on refugees, which was chaired at the time we commissioned the report by the then hon.",3
"It took place following several high-profile incidents within immigration removal centres, including deaths and allegations of sexual assault, and amid plans to increase the size of the detention estate by expanding Campsfield House immigration removal centre in Oxfordshire The problems have been well documented, but Parliament has never taken a systematic and comprehensive look at how we use detention, so we thought there was a need for that wider piece of work.",3
We were talking via the phone link with a young man from a disputed territory on the Cameroon-Nigeria border.,3
He had managed to escape and eventually made his way to Heathrow using a false passport.,3
"We then asked him how long he had been detained, and his answer was three years—three years in what is supposed to be an immigration removal centre.",3
"By contrast, in 2013, Sweden, despite receiving three times the number of asylum applications we do, detained just 2,893, and Germany detained just over 4,300.",3
"It is easy to make the headlines, and it is easy to adopt a position, but we need to look carefully at this, and one of the report’s key recommendations is for the establishment of a working group with an independent chair The Home Office—indeed, the Minister—told the inquiry that a key purpose of detention was to maintain effective immigration control, but evidence for that is lacking, especially when we make comparisons with other countries, which is what we sought to do during our inquiry.",3
"We found that there were many differences between countries when it came to the way in which immigration was dealt with Australia is not particularly known for its liberal immigration policy, but after it introduced case management-based alternatives to detention, the programme had a 93% compliance rate, and 60% of those who were eligible for deportation returned voluntarily.",3
"At a cost of £164 million, immigration detention is not sustainable or affordable.",3
"According to independent research by Matrix Evidence, £76 million a year is wasted on the long-term detention of migrants who are subsequently released, and, between 2011 and 2013, £10 million was spent on compensation for unlawful detention.",3
"Yes, we may have a debate about controlling our borders, but we should do more.",2
"Whether people come here by fair means or foul, we should treat them with dignity to ensure that we genuinely reform the system of immigration detention Finally, let me return to Churchill.",3
"He famously said in relation to prisoners, but we can say it in relation to immigrants, “The mood and temper of the public in regard to the treatment of” —here I would say “immigrants”— “is one of the most unfailing tests of the civilisation of any country.” I believe we can meet that test.",3
Friend the Member for Sheffield Central (Paul Blomfield) on securing the debate “We will enforce immigration rules humanely and effectively.,3
"We will end the indefinite detention of people in the asylum and immigration system, ending detention for pregnant women and those who have been the victims of sexual abuse or trafficking.",3
"And we will ensure Britain continues its proud history of providing refuge for those fleeing persecution by upholding our international obligations, including working with the UN to support vulnerable refugees from Syria”— and from all over the world.",3
I was proud to stand for re-election earlier this year on a Labour manifesto pledge to end indefinite detention for those in the asylum and immigration system.,3
"A joint report by the all-party parliamentary group on refugees and the all-party parliamentary group on migration, co-authored by my hon.",3
"Friend the Member for Hornsey and Wood Green (Catherine West) has been trying since her election to visit the immigration removal centre, Yarl’s Wood.",3
"Liberty estimates that 45%—3,483 people—of those held on British immigration estates are asylum seekers, not economic migrants.",3
"In a week when moral indignation from the nation at large has caused action by the Government, I would like to think that this debate too can play its part in awareness raising and have a similar positive effect I do not have any of these so-called immigration removal centres in my constituency, but their names are known to me as almost a roll call of shame, and some touch on my constituents.",3
"People, including women and children, are locked up for months in draconian centres, not knowing when they will be let out Governments of parties on both sides of the House have sought to be tough, in the eyes of the electorate, on undocumented migrants.",3
"That is wrong and it blurs the issue of refugees and asylum seekers with the wider immigration debate, which tends to border on hysteria and forms a cycle that breeds a climate of hatred, fear, racism and demonisation of the so-called “illegals.” The UK has long had a reputation as a defender of human rights and civil liberties where freedom prevails, but the detention system is a stain on our character.",4
"Member for Uxbridge and South Ruislip (Boris Johnson), the Mayor of London—I am not sure which is his part-time position—is not present, but in his 2008 incarnation he stood on a platform calling for an amnesty for all illegal immigrants.",3
"The community organising group Citizens UK, which has been mentioned by a few Members on both sides of the House, has a working group devoted to examining alternatives to detention as a means of processing migrant and asylum applications.",3
"Member for Sheffield Central (Paul Blomfield) for tabling the motion This should not be a debate about how we detain migrants and asylum seekers; in truth, it is a debate about how we treat our fellow human beings, many of whom are vulnerable and have suffered unmentionable experiences.",3
"When we consider the question of immigration, detention with no time limit cannot be the answer.",2
"We need an immigration system that is focused on fairness, not forced detention.",2
"A more compassionate, pragmatic and workable approach is needed I am dealing with several immigration cases for constituents at the moment, although none have involved any form of detention.",3
"With a cost of about £36,000 per detainee per year and more than 32,000 immigrants detained last year, we owe it to the taxpayer to change how we deal with immigration detention.",3
"I am not convinced that the current system does either of those things very well The Government need not only to acknowledge the gravity of the findings of the joint inquiry by the all-party parliamentary groups on refugees and on migration, but to engage with the many organisations throughout the UK that are calling for reform.",3
"We need to restore dignity to the lives of thousands of immigrants and asylum seekers, and we need to introduce some humanity to the cold mechanics of the Home Office.",3
"I am particularly grateful for the opportunity to raise the experiences of my constituents unfortunate enough to come into contact with the immigration detention system, and some of the flaws in our immigration policy that exacerbate the problem Our detention system is arbitrary and brutally effective at taking those, who may or may not have a case to remain, out of the communities in which they live.",3
"He is now afraid to sign in with his caseworker, as he is required to do weekly, for fear of being arbitrarily detained again That case alone would tell of a disproportionate detention system and a fundamentally unjust immigration policy, but it is just a small insight, as we have heard, into wider failings.",3
"Problems remain with communication, conditions, illegal detention, a lack of a time limit and cost.",2
The all-party groups’ recommendations are so desperately needed if our constituents are to retain their liberty and dignity throughout the immigration process.,3
"Community-based solutions, alongside time limits and proper judicial oversight, are all sensible solutions to help to ease those problems I turn briefly to the nearly 15,000 unaccompanied minors, such as my constituent, who are given temporary leave to remain when they arrive alone as children and find themselves in a prolonged legal battle as the clock strikes midnight on their 18th birthday, which usually ends in a detention centre and occasionally in deportation.",3
The Bureau of Investigative Journalism has found that 605 individuals over the past six years who arrived unaccompanied seeking asylum have been deported to Afghanistan on turning 18.,3
"The Home Office has given me the dubious assurance in the case of my constituent that his western upbringing will be of benefit to him in his new life in Afghanistan, but that is simply not the reality for many young people who return, fearing reprisals from the Taliban simply because they are known to have lived in the west The issue gained further prominence this week with the announcement in the other place that Syrian refugees aged 18 would be deported, which was retracted the following day by the Prime Minister.",3
I would be grateful if the Minister could provide details of exactly how these children will not be deported on turning 18.,3
"The process for dealing with unaccompanied minors when they turn 18 seems at best ad hoc and often leaves young men and women in limbo for years, in and out of the detention system I hope the Minister will agree that the harm facing these 15,000 unaccompanied minors is a considerable cause for concern and that perhaps time might be granted for further debate and to review this specific issue in our asylum system.",3
Members and our constituents and to signal a direction of travel away from detention as an arm of the immigration system.,3
I have worked with asylum seekers and refugees in Glasgow and the west of Scotland for many years.,4
Some have ended up in Dungavel immigration removal centre and some in Yarl’s Wood.,3
"Many have children who attend local schools, while the lengthy process of deciding asylum claims is played out, but they frequently have a perseverance and bravery that would put the rest of us to shame.",3
"One source of strength is the network of support offered by local communities and charities when asylum seekers arrive in their area, and I would like to pay tribute to the work of three organisations in my city: Unity, the Glasgow Campaign to Welcome Refugees and St Rollox church in my constituency These people also establish networks among fellow asylum seekers housed in the same buildings and with parents at their children’s school.",3
"Detention is costly and, I would argue strongly, an unnecessary step in the asylum process.",2
"If the Government are convinced that a case is without merit, and if all the available legal routes of appeal and tribunals have been explored, they have both the address of the asylum seeker and a venue where they regularly have to attend and report to the UK Border Agency.",3
"The average asylum seeker has only those in their local community, and they are mostly other asylum seekers who also have next to nothing.",3
The average asylum seeker has none of these things.,3
"Those who do take that route are in a minority Detention is a costly burden to the state and a damaging experience for the immigrant, especially if they are particularly vulnerable.",3
"I visited Dungavel, Scotland’s only immigration removal centre, while a Member of the Scottish Parliament.",3
"It is about warning new asylum seekers: “This is what could happen to you and your children, so stay away.” I hope they prove me wrong on that, I really do.",3
"I thank members of the all-party groups on refugees and on migration for their joint inquiry, and I want to acknowledge the work of Sarah Teather in bringing this about This report has rightly been welcomed as a powerful intervention in the debate on the reform of our detention system.",3
"Members have raised a range of issues—on time limits; the detention of the wrong people; the unnecessary deprivation of liberty; the experience of women, often victims of sexual abuse or human trafficking, in detention; the need for gender-specific processes; poor case management; access to justice and legal advice; access to health services; the desperate issue of self-harm and suicide; mental health issues caused by, as well as worsened by, detention; family separation and accompanied minors; the long-term impacts on the well-being of children; the training of staff; and the desperate need to look at alternatives to detention.",3
